	Unnamed: 0	URLs	Nome	Acceleration	Sprint Speed	Positioning	Finishing	Shot Power	Long Shot	Volleys	Penalties	Vision	Crossing	Free Kick	Shot Passing	Long Passing	Curve	Agility	Balance	Reactions	Ball Control	Dribbling	Composure	Interceptions	Heading	Def. Awareness	Standing Tackle	Sliding	Jumping	Stamina	Strength	Aggression	Diving	Kicking	Handling	Reflexes	Positioning GK	Posição	Overall	Tipo	Nome Completo	País	Time	Posição Alternativa 1	Posição Alternativa 2	Posição Alternativa 3	Foto	Versão
3060	3060	/players/245152-santiago-gimenez/24-245152/	santiago-gimenez	75.0	75.0	83.0	80.0	80.0	74.0	69.0	81.0	73.0	60.0	50.0	70.0	66.0	70.0	72.0	70.0	74.0	76.0	75.0	74.0	51.0	80.0	55.0	49.0	32.0	81.0	80.0	79.0	78.0	6.0	12.0	14.0	10.0	6.0	ST	78	Common	Santiago Giménez	https://game-assets.fut.gg/2024/nations/83.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/246.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/245152.webp	Versão 1
1708	1708	/players/245152-santiago-gimenez/24-50576800/	santiago-gimenez	84.0	84.0	89.0	85.0	86.0	84.0	75.0	87.0	80.0	67.0	55.0	78.0	75.0	77.0	83.0	82.0	81.0	84.0	82.0	81.0	57.0	90.0	61.0	55.0	36.0	87.0	86.0	85.0	84.0	6.0	12.0	14.0	10.0	6.0	ST	84	POTM EREDIVISIE	Santiago Giménez	https://game-assets.fut.gg/2024/nations/83.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/246.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/50576800.webp	Versão 1
1244	1244	/players/245152-santiago-gimenez/24-67354016/	santiago-gimenez	86.0	86.0	92.0	88.0	88.0	86.0	77.0	89.0	83.0	69.0	57.0	80.0	77.0	79.0	85.0	84.0	83.0	86.0	84.0	83.0	59.0	93.0	63.0	57.0	38.0	89.0	88.0	87.0	86.0	6.0	12.0	14.0	10.0	6.0	ST	86	Team of the Week	Santiago Giménez	https://game-assets.fut.gg/2024/nations/83.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/246.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/67354016.webp	Versão 1
2597	2597	/players/265023-sara-agrez/24-50596671/	sara-agrez	72.0	73.0	34.0	51.0	40.0	50.0	43.0	60.0	60.0	79.0	59.0	76.0	62.0	67.0	60.0	51.0	79.0	76.0	57.0	73.0	76.0	81.0	82.0	79.0	74.0	88.0	75.0	78.0	77.0	5.0	7.0	9.0	7.0	11.0	LB	79	Common	Sara Agrež	https://game-assets.fut.gg/2024/nations/44.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/31.png?quality=100&amp;width=80	LWB			https://game-assets.fut.gg/2024/cards/futgg-cards/50596671.webp	Versão 1
2843	2843	/players/265023-sara-agrez/24-265023/	sara-agrez	72.0	73.0	34.0	51.0	40.0	50.0	43.0	60.0	60.0	79.0	59.0	76.0	62.0	67.0	60.0	51.0	79.0	76.0	57.0	73.0	76.0	81.0	82.0	79.0	74.0	88.0	75.0	78.0	77.0	5.0	7.0	9.0	7.0	11.0	LB	79	Common	Sara Agrež	https://game-assets.fut.gg/2024/nations/44.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/175.png?quality=100&amp;width=80	LWB			https://game-assets.fut.gg/2024/cards/futgg-cards/265023.webp	Versão 2
3053	3053	/players/241844-sara-bjork-gunnarsdottir/24-241844/	sara-bjork-gunnarsdottir	71.0	69.0	77.0	69.0	72.0	70.0	52.0	64.0	79.0	59.0	55.0	82.0	80.0	53.0	58.0	55.0	83.0	79.0	76.0	75.0	74.0	77.0	76.0	72.0	67.0	87.0	74.0	81.0	85.0	6.0	6.0	9.0	6.0	10.0	CM	78	Common	Sara Björk Gunnarsdóttir	https://game-assets.fut.gg/2024/nations/24.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/45.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/241844.webp	Versão 1
1762	1762	/players/227327-sara-dabritz/24-227327/	sara-dabritz	75.0	76.0	79.0	81.0	83.0	84.0	69.0	70.0	86.0	78.0	75.0	87.0	85.0	83.0	86.0	67.0	80.0	88.0	89.0	80.0	80.0	52.0	77.0	76.0	68.0	74.0	77.0	78.0	53.0	13.0	16.0	14.0	16.0	11.0	CM	84	Rare	Sara Dabritz	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/66.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/227327.webp	Versão 1
913	913	/players/227327-sara-dabritz/24-50558975/	sara-dabritz	80.0	81.0	84.0	86.0	88.0	89.0	73.0	74.0	89.0	81.0	78.0	90.0	88.0	86.0	89.0	69.0	83.0	91.0	92.0	83.0	85.0	56.0	82.0	81.0	73.0	80.0	82.0	83.0	58.0	13.0	16.0	14.0	16.0	11.0	CM	87	Team of the Week	Sara Dabritz	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/66.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/50558975.webp	Versão 1
2014	2014	/players/238470-sara-doorsoun/24-238470/	sara-doorsoun	71.0	80.0	57.0	53.0	68.0	62.0	58.0	56.0	74.0	66.0	42.0	83.0	79.0	64.0	82.0	80.0	84.0	81.0	70.0	79.0	83.0	81.0	86.0	85.0	86.0	84.0	83.0	73.0	82.0	11.0	12.0	15.0	8.0	13.0	CB	83	Rare	Sara Doorsoun	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1824.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/238470.webp	Versão 1
2312	2312	/players/227098-sara-gama/24-227098/	sara-gama	66.0	65.0	48.0	43.0	60.0	58.0	51.0	57.0	58.0	67.0	53.0	81.0	79.0	62.0	71.0	74.0	87.0	72.0	58.0	76.0	80.0	84.0	87.0	82.0	81.0	85.0	80.0	78.0	77.0	11.0	13.0	16.0	10.0	8.0	CB	81	Common	Sara Gama	https://game-assets.fut.gg/2024/nations/27.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/45.png?quality=100&amp;width=80	RB			https://game-assets.fut.gg/2024/cards/futgg-cards/227098.webp	Versão 1
3435	3435	/players/267661-sarah-cambot/24-267661/	sarah-cambot	73.0	77.0	83.0	79.0	82.0	76.0	76.0	75.0	72.0	74.0	78.0	77.0	65.0	68.0	64.0	79.0	81.0	80.0	78.0	82.0	48.0	65.0	45.0	49.0	39.0	73.0	89.0	65.0	45.0	15.0	8.0	5.0	8.0	10.0	ST	77	Common	Sarah Cambot	https://game-assets.fut.gg/2024/nations/18.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/62.png?quality=100&amp;width=80	CAM	CF		https://game-assets.fut.gg/2024/cards/futgg-cards/267661.webp	Versão 1
3792	3792	/players/267367-sarah-gorden/24-267367/	sarah-gorden	76.0	83.0	45.0	41.0	64.0	46.0	33.0	41.0	37.0	38.0	41.0	75.0	61.0	41.0	65.0	81.0	75.0	71.0	60.0	68.0	77.0	69.0	82.0	80.0	73.0	82.0	65.0	77.0	71.0	8.0	9.0	10.0	10.0	15.0	CB	76	Rare	Sarah Gorden	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116311.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/267367.webp	Versão 1
2707	2707	/players/265326-sarah-mayling/24-265326/	sarah-mayling	67.0	77.0	54.0	57.0	67.0	56.0	43.0	70.0	60.0	82.0	73.0	72.0	70.0	68.0	75.0	64.0	73.0	76.0	67.0	74.0	78.0	76.0	81.0	77.0	76.0	81.0	82.0	73.0	73.0	13.0	12.0	6.0	7.0	7.0	RB	79	Common	Sarah Mayling	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/2.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/265326.webp	Versão 1
2876	2876	/players/265854-sarah-puntigam/24-265854/	sarah-puntigam	53.0	38.0	58.0	52.0	70.0	65.0	60.0	63.0	67.0	57.0	77.0	86.0	76.0	81.0	57.0	57.0	70.0	82.0	78.0	79.0	78.0	71.0	75.0	86.0	78.0	77.0	87.0	81.0	82.0	14.0	6.0	8.0	6.0	7.0	CB	78	Common	Sarah Puntigam	https://game-assets.fut.gg/2024/nations/4.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116306.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/265854.webp	Versão 1
2424	2424	/players/264903-sarah-zadrazil/24-264903/	sarah-zadrazil	65.0	49.0	71.0	66.0	66.0	69.0	54.0	65.0	78.0	45.0	56.0	86.0	79.0	61.0	72.0	76.0	84.0	83.0	80.0	67.0	73.0	68.0	76.0	78.0	69.0	76.0	79.0	78.0	72.0	8.0	15.0	10.0	8.0	12.0	CDM	80	Common	Sarah Zadrazil	https://game-assets.fut.gg/2024/nations/4.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/21.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/264903.webp	Versão 1
3021	3021	/players/265004-sarai-linder/24-265004/	sarai-linder	77.0	74.0	60.0	50.0	61.0	47.0	42.0	53.0	59.0	73.0	64.0	78.0	64.0	63.0	80.0	76.0	79.0	78.0	71.0	67.0	77.0	72.0	80.0	79.0	69.0	80.0	73.0	66.0	70.0	12.0	8.0	13.0	12.0	14.0	RB	78	Common	Sarai Linder	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/10029.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/265004.webp	Versão 1
3128	3128	/players/213955-sardar-azmoun/24-213955/	sardar-azmoun	78.0	79.0	82.0	76.0	77.0	72.0	78.0	58.0	77.0	64.0	50.0	77.0	63.0	74.0	77.0	76.0	78.0	79.0	77.0	79.0	34.0	82.0	39.0	33.0	32.0	90.0	68.0	76.0	67.0	6.0	14.0	10.0	15.0	9.0	ST	78	Common	Sardar Azmoun	https://game-assets.fut.gg/2024/nations/161.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/114912.png?quality=100&amp;width=80	CAM	CF		https://game-assets.fut.gg/2024/cards/futgg-cards/213955.webp	Versão 1
3166	3166	/players/239901-sasa-kalajdzic/24-50571549/	sasa-kalajdzic	57.0	53.0	81.0	82.0	74.0	62.0	73.0	57.0	75.0	59.0	47.0	77.0	64.0	50.0	52.0	45.0	78.0	78.0	74.0	74.0	34.0	87.0	39.0	46.0	47.0	87.0	67.0	83.0	44.0	7.0	13.0	6.0	15.0	14.0	ST	77	Common	Saša Kalajdžić	https://game-assets.fut.gg/2024/nations/4.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1824.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/50571549.webp	Versão 1
3343	3343	/players/239901-sasa-kalajdzic/24-239901/	sasa-kalajdzic	57.0	53.0	81.0	82.0	74.0	62.0	73.0	57.0	75.0	59.0	47.0	77.0	64.0	50.0	52.0	45.0	78.0	78.0	74.0	74.0	34.0	87.0	39.0	46.0	47.0	87.0	67.0	83.0	44.0	7.0	13.0	6.0	15.0	14.0	ST	77	Common	Saša Kalajdžić	https://game-assets.fut.gg/2024/nations/4.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/110.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/239901.webp	Versão 2
3314	3314	/players/236699-sasa-lukic/24-236699/	sasa-lukic	62.0	56.0	70.0	65.0	74.0	69.0	68.0	70.0	80.0	69.0	70.0	82.0	78.0	72.0	65.0	69.0	71.0	81.0	81.0	77.0	67.0	58.0	65.0	72.0	72.0	67.0	81.0	69.0	69.0	9.0	13.0	11.0	6.0	9.0	CM	77	Common	Saša Lukić	https://game-assets.fut.gg/2024/nations/51.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/144.png?quality=100&amp;width=80	CDM			https://game-assets.fut.gg/2024/cards/futgg-cards/236699.webp	Versão 1
2462	2462	/players/208421-saul/24-208421/	saul	67.0	70.0	77.0	73.0	80.0	78.0	76.0	68.0	80.0	69.0	61.0	80.0	79.0	73.0	72.0	67.0	78.0	80.0	79.0	80.0	78.0	80.0	76.0	77.0	76.0	82.0	75.0	75.0	75.0	7.0	12.0	13.0	9.0	10.0	CM	80	Rare	Saúl	https://game-assets.fut.gg/2024/nations/45.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/240.png?quality=100&amp;width=80	LWB	LM		https://game-assets.fut.gg/2024/cards/futgg-cards/208421.webp	Versão 1
1570	1570	/players/208421-saul/24-50540069/	saul	75.0	78.0	83.0	79.0	86.0	84.0	82.0	74.0	85.0	74.0	65.0	85.0	84.0	78.0	78.0	73.0	85.0	87.0	86.0	87.0	84.0	86.0	82.0	83.0	82.0	87.0	80.0	80.0	80.0	7.0	12.0	13.0	9.0	10.0	CM	85	Team of the Week	Saúl	https://game-assets.fut.gg/2024/nations/45.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/240.png?quality=100&amp;width=80	LWB	LM		https://game-assets.fut.gg/2024/cards/futgg-cards/50540069.webp	Versão 1
4357	4357	/players/265650-saul-coco/24-265650/	saul-coco	79.0	86.0	30.0	31.0	80.0	65.0	29.0	51.0	58.0	34.0	42.0	69.0	67.0	34.0	61.0	53.0	60.0	63.0	59.0	60.0	77.0	70.0	79.0	76.0	73.0	86.0	65.0	84.0	77.0	5.0	7.0	8.0	9.0	13.0	CB	75	Rare	Saúl Coco	https://game-assets.fut.gg/2024/nations/112.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/472.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/265650.webp	Versão 1
3087	3087	/players/267318-savannah-demelo/24-267318/	savannah-demelo	66.0	65.0	79.0	74.0	74.0	70.0	65.0	72.0	80.0	74.0	66.0	78.0	76.0	78.0	74.0	56.0	79.0	85.0	81.0	77.0	48.0	57.0	49.0	45.0	44.0	63.0	72.0	57.0	78.0	8.0	12.0	10.0	10.0	8.0	CAM	78	Common	Savannah DeMelo	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116308.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/267318.webp	Versão 1
2598	2598	/players/243264-savannah-mccaskill/24-50574912/	savannah-mccaskill	66.0	64.0	83.0	81.0	82.0	78.0	70.0	76.0	76.0	67.0	68.0	77.0	68.0	61.0	70.0	70.0	83.0	83.0	74.0	75.0	45.0	71.0	38.0	38.0	38.0	83.0	70.0	88.0	82.0	17.0	9.0	8.0	15.0	8.0	ST	79	Common	Savannah McCaskill	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116312.png?quality=100&amp;width=80	CAM	CF		https://game-assets.fut.gg/2024/cards/futgg-cards/50574912.webp	Versão 1
2706	2706	/players/243264-savannah-mccaskill/24-243264/	savannah-mccaskill	66.0	64.0	83.0	81.0	82.0	78.0	70.0	76.0	76.0	67.0	68.0	77.0	68.0	61.0	70.0	70.0	83.0	83.0	74.0	75.0	45.0	71.0	38.0	38.0	38.0	83.0	70.0	88.0	82.0	17.0	9.0	8.0	15.0	8.0	ST	79	Common	Savannah McCaskill	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116311.png?quality=100&amp;width=80	CAM	CF		https://game-assets.fut.gg/2024/cards/futgg-cards/243264.webp	Versão 2
467	467	/players/243264-savannah-mccaskill/24-67352128/	savannah-mccaskill	89.0	87.0	93.0	91.0	92.0	88.0	79.0	86.0	95.0	84.0	85.0	96.0	85.0	77.0	89.0	86.0	90.0	93.0	86.0	87.0	54.0	85.0	46.0	46.0	46.0	90.0	76.0	95.0	89.0	17.0	9.0	8.0	15.0	8.0	CAM	89	Showdown Plus	Savannah McCaskill	https://game-assets.fut.gg/2024/nations/95.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/116312.png?quality=100&amp;width=80	CF	ST		https://game-assets.fut.gg/2024/cards/futgg-cards/67352128.webp	Versão 1
925	925	/players/270409-savio/24-67379273/	savio	97.0	93.0	88.0	87.0	77.0	83.0	80.0	84.0	91.0	89.0	74.0	88.0	79.0	83.0	81.0	86.0	80.0	91.0	91.0	80.0	43.0	78.0	45.0	52.0	62.0	81.0	93.0	61.0	68.0	9.0	8.0	12.0	12.0	9.0	RM	87	Future Stars	Sávio	https://game-assets.fut.gg/2024/nations/54.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/110062.png?quality=100&amp;width=80	RW			https://game-assets.fut.gg/2024/cards/futgg-cards/67379273.webp	Versão 1
1812	1812	/players/270409-savio/24-50602057/	savio	95.0	91.0	81.0	79.0	71.0	76.0	72.0	78.0	87.0	85.0	70.0	84.0	75.0	79.0	79.0	84.0	63.0	89.0	89.0	60.0	38.0	68.0	39.0	45.0	54.0	70.0	80.0	52.0	58.0	9.0	8.0	12.0	12.0	9.0	LM	83	Team of the Week	Sávio	https://game-assets.fut.gg/2024/nations/54.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/110062.png?quality=100&amp;width=80	RM	RW	LW	https://game-assets.fut.gg/2024/cards/futgg-cards/50602057.webp	Versão 1
2702	2702	/players/237238-scott-mctominay/24-237238/	scott-mctominay	58.0	59.0	72.0	70.0	85.0	80.0	64.0	60.0	70.0	65.0	57.0	77.0	78.0	68.0	58.0	49.0	74.0	75.0	77.0	76.0	80.0	78.0	75.0	79.0	72.0	83.0	80.0	83.0	90.0	9.0	6.0	6.0	11.0	10.0	CDM	79	Common	Scott McTominay	https://game-assets.fut.gg/2024/nations/42.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/11.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/237238.webp	Versão 1
2083	2083	/players/237238-scott-mctominay/24-50568886/	scott-mctominay	69.0	70.0	75.0	73.0	88.0	83.0	67.0	62.0	73.0	68.0	59.0	80.0	81.0	71.0	60.0	51.0	77.0	78.0	80.0	79.0	85.0	83.0	80.0	84.0	77.0	86.0	83.0	86.0	93.0	9.0	6.0	6.0	11.0	10.0	CDM	82	Team of the Week	Scott McTominay	https://game-assets.fut.gg/2024/nations/42.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/11.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/50568886.webp	Versão 1
3031	3031	/players/207993-sead-kolasinac/24-207993/	sead-kolasinac	65.0	73.0	69.0	60.0	75.0	58.0	55.0	54.0	65.0	73.0	42.0	72.0	63.0	61.0	59.0	54.0	79.0	72.0	67.0	70.0	77.0	73.0	76.0	77.0	75.0	84.0	73.0	88.0	87.0	15.0	16.0	9.0	9.0	7.0	CB	78	Common	Sead Kolašinac	https://game-assets.fut.gg/2024/nations/8.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/115845.png?quality=100&amp;width=80	LB			https://game-assets.fut.gg/2024/cards/futgg-cards/207993.webp	Versão 1
4356	4356	/players/180216-seamus-coleman/24-180216/	seamus-coleman	60.0	61.0	70.0	61.0	74.0	66.0	64.0	55.0	70.0	73.0	53.0	77.0	69.0	65.0	65.0	71.0	74.0	73.0	75.0	82.0	76.0	65.0	76.0	80.0	79.0	69.0	65.0	68.0	80.0	5.0	10.0	15.0	7.0	13.0	RB	75	Common	Séamus Coleman	https://game-assets.fut.gg/2024/nations/25.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/7.png?quality=100&amp;width=80	RWB			https://game-assets.fut.gg/2024/cards/futgg-cards/180216.webp	Versão 1
3019	3019	/players/237161-sean-longstaff/24-237161/	sean-longstaff	61.0	66.0	75.0	60.0	77.0	69.0	56.0	54.0	78.0	63.0	69.0	80.0	77.0	70.0	59.0	70.0	79.0	78.0	75.0	77.0	79.0	53.0	75.0	75.0	64.0	64.0	87.0	67.0	66.0	6.0	13.0	8.0	12.0	14.0	CM	78	Common	Sean Longstaff	https://game-assets.fut.gg/2024/nations/14.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/13.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/237161.webp	Versão 1
1674	1674	/players/242663-sebastiaan-bornauw/24-50574311/	sebastiaan-bornauw	72.0	90.0	58.0	53.0	73.0	48.0	30.0	40.0	60.0	66.0	48.0	74.0	82.0	47.0	56.0	60.0	82.0	66.0	60.0	78.0	81.0	94.0	84.0	83.0	83.0	98.0	74.0	89.0	88.0	6.0	7.0	7.0	15.0	11.0	CB	84	Centurions	Sebastiaan Bornauw	https://game-assets.fut.gg/2024/nations/7.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/175.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/50574311.webp	Versão 1
3883	3883	/players/242663-sebastiaan-bornauw/24-242663/	sebastiaan-bornauw	67.0	85.0	48.0	44.0	61.0	40.0	26.0	34.0	52.0	57.0	42.0	64.0	71.0	41.0	49.0	52.0	72.0	58.0	52.0	68.0	73.0	85.0	76.0	75.0	75.0	89.0	67.0	81.0	80.0	6.0	7.0	7.0	15.0	11.0	CB	76	Common	Sebastiaan Bornauw	https://game-assets.fut.gg/2024/nations/7.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/175.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/242663.webp	Versão 1
2330	2330	/players/197655-sebastian-coates/24-197655/	sebastian-coates	64.0	68.0	49.0	55.0	50.0	30.0	48.0	69.0	60.0	20.0	19.0	73.0	71.0	39.0	37.0	31.0	74.0	67.0	64.0	77.0	81.0	79.0	83.0	83.0	82.0	81.0	83.0	93.0	84.0	16.0	15.0	13.0	13.0	16.0	CB	81	Rare	Sebastián Coates	https://game-assets.fut.gg/2024/nations/60.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/237.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/197655.webp	Versão 1
1160	1160	/players/197655-sebastian-coates/24-50529303/	sebastian-coates	71.0	75.0	55.0	62.0	56.0	34.0	54.0	77.0	65.0	22.0	21.0	80.0	77.0	43.0	41.0	34.0	81.0	74.0	70.0	84.0	87.0	85.0	89.0	89.0	88.0	86.0	88.0	98.0	89.0	16.0	15.0	13.0	13.0	16.0	CB	86	Team of the Week	Sebastián Coates	https://game-assets.fut.gg/2024/nations/60.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/237.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/50529303.webp	Versão 1
497	497	/players/197655-sebastian-coates/24-67306519/	sebastian-coates	80.0	84.0	58.0	65.0	59.0	36.0	57.0	82.0	70.0	24.0	22.0	84.0	82.0	45.0	43.0	36.0	86.0	78.0	74.0	89.0	90.0	88.0	92.0	92.0	91.0	88.0	92.0	99.0	93.0	16.0	15.0	13.0	13.0	16.0	CB	89	UEL Road to the Final	Sebastián Coates	https://game-assets.fut.gg/2024/nations/60.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/237.png?quality=100&amp;width=80				https://game-assets.fut.gg/2024/cards/futgg-cards/67306519.webp	Versão 1
3080	3080	/players/221125-sebastian-driussi/24-221125/	sebastian-driussi	86.0	79.0	77.0	77.0	82.0	83.0	75.0	71.0	76.0	63.0	70.0	80.0	72.0	59.0	83.0	73.0	75.0	80.0	77.0	72.0	32.0	71.0	30.0	25.0	21.0	86.0	88.0	72.0	52.0	11.0	14.0	14.0	10.0	14.0	CAM	78	Common	Sebastián Driussi	https://game-assets.fut.gg/2024/nations/52.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/114161.png?quality=100&amp;width=80	CF			https://game-assets.fut.gg/2024/cards/futgg-cards/221125.webp	Versão 1
4134	4134	/players/212715-sebastian-palacios/24-212715/	sebastian-palacios	86.0	84.0	76.0	76.0	73.0	69.0	67.0	63.0	69.0	69.0	53.0	72.0	65.0	73.0	90.0	84.0	72.0	75.0	75.0	80.0	45.0	53.0	35.0	49.0	45.0	72.0	76.0	60.0	69.0	15.0	6.0	13.0	9.0	13.0	RW	75	Common	Sebastián Palacios	https://game-assets.fut.gg/2024/nations/52.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1884.png?quality=100&amp;width=80	RM	LW		https://game-assets.fut.gg/2024/cards/futgg-cards/212715.webp	Versão 1
2667	2667	/players/200215-sebastian-rode/24-200215/	sebastian-rode	69.0	60.0	72.0	63.0	73.0	68.0	55.0	51.0	72.0	67.0	52.0	79.0	75.0	56.0	67.0	74.0	80.0	77.0	72.0	80.0	82.0	64.0	79.0	79.0	76.0	74.0	69.0	72.0	84.0	9.0	14.0	8.0	11.0	7.0	CDM	79	Common	Sebastian Rode	https://game-assets.fut.gg/2024/nations/21.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/1824.png?quality=100&amp;width=80	CM			https://game-assets.fut.gg/2024/cards/futgg-cards/200215.webp	Versão 1
3962	3962	/players/205119-sebastian-rodriguez/24-50536767/	sebastian-rodriguez	71.0	64.0	68.0	68.0	70.0	65.0	42.0	79.0	75.0	64.0	71.0	80.0	78.0	69.0	71.0	76.0	73.0	78.0	70.0	72.0	75.0	45.0	64.0	74.0	71.0	65.0	74.0	70.0	57.0	16.0	14.0	12.0	15.0	14.0	CM	75	CONMEBOL Libertadores	Sebastián Rodríguez	https://game-assets.fut.gg/2024/nations/60.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/111010.png?quality=100&amp;width=80	CDM	CAM		https://game-assets.fut.gg/2024/cards/futgg-cards/50536767.webp	Versão 1
4089	4089	/players/205119-sebastian-rodriguez/24-205119/	sebastian-rodriguez	71.0	64.0	68.0	68.0	70.0	65.0	42.0	79.0	75.0	64.0	71.0	80.0	78.0	69.0	71.0	76.0	73.0	78.0	70.0	72.0	75.0	45.0	64.0	74.0	71.0	65.0	74.0	70.0	57.0	16.0	14.0	12.0	15.0	14.0	CM	75	CONMEBOL Sudamericana	Sebastián Rodríguez	https://game-assets.fut.gg/2024/nations/60.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/101110.png?quality=100&amp;width=80	CDM	CAM		https://game-assets.fut.gg/2024/cards/futgg-cards/205119.webp	Versão 1
3221	3221	/players/235973-sebastian-szymanski/24-235973/	sebastian-szymanski	85.0	78.0	78.0	69.0	70.0	78.0	47.0	54.0	79.0	78.0	74.0	78.0	76.0	81.0	86.0	80.0	73.0	77.0	76.0	73.0	28.0	58.0	36.0	46.0	32.0	62.0	71.0	38.0	62.0	9.0	10.0	10.0	14.0	14.0	CAM	77	Common	Sebastian Szymański	https://game-assets.fut.gg/2024/nations/37.png?quality=100&amp;width=80	https://game-assets.fut.gg/2024/clubs/326.png?quality=100&amp;width=80	LW			https://game-assets.fut.gg/2024/cards/futgg-cards/235973.webp	Versão 1
