	Número	Nome	Posição	Acceleration	Sprint Speed	Positioning	Finishing	Shot Power	Long Shot	Volleys	Penalties	Vision	Crossing	Free Kick	Shot Passing	Long Passing	Curve	Agility	Balance	Reactions	Ball Control	Dribbling	Composure	Interceptions	Heading	Def. Awareness	Standing Tackle	Sliding	Jumping	Stamina	Strength	Aggression
3218	19940	Adriana Leon																														
3219	19943	Irene Guerrero Sanmartin																														
3220	20356	Katie Stengel																														
3221	20365	Juan Fernando Quintero																														
3222	20388	Cazorla Gonzalez																														
3223	20413	Julie Thibaud																														
3224	20419	Megan Connolly																														
3225	19121	Juan Bernat Velasco																														
3226	19156	Andrea Petagna																														
3227	19162	Clement Lenglet																														
3228	19164	Davinson Sanchez																														
3229	19201	Cesar Montes																														
3230	19238	Ghislain Konan																														
3231	19262	Nicolas Dominguez																														
3232	19666	Amine Adli																														
3233	19941	Gabrielle George																														
3234	20043	Jonathan Bamba																														
3235	20357	Oxlade Chamberlain																														
3236	20373	Odion Ighalo																														
3237	20408	Riko Ueki																														
3238	20414	Clare Hunt																														
3239	20564	Sofiane Diop																														
3240	20982	Donny Van De Beek																														
3241	21008	Marisa Viggiano																														
3242	21399	Eric Dier																														
3243	21749	Pablo Fornals																														
3244	21768	Daniel Munoz																														
3245	21791	Romain Faivre																														
3246	21854	Yerry Mina																														
3247	22012	Ana Vitoria Araujo																														
3248	22532	Simone Charley																														
3249	116	Conor Coady																														
3250	127	James Justin																														
3251	129	Wout Faes																														
3252	138	Kyle Walker Peters																														
3253	283	Brian Brobbey																														
3254	1647	Laurent Abergel																														
3255	20983	Sasa Kalajdzic																														
3256	21037	Enzo Perez																														
3257	21747	Tommaso Baldanzi																														
3258	21751	Caglar Soyuncu																														
3259	21776	Nadiem Amiri																														
3260	21807	Bartlomiej Dragowski																														
3261	21941	Strefezza																														
3262	22506	Hanna Lundkvist																														
3263	22646	Rafal Gikiewicz																														
3264	126	Stephy Mavididi																														
3265	128	Kelechi Iheanacho																														
3266	136	Christian Fassnacht																														
3267	155	Cameron Carter Vickers																														
3268	284	Chuba Akpom																														
3269	1648	Ruben Aguilar																														
3270	1649	Kesen Ai																														
3271	1651	Helton Leite																														
3272	1653	Nordin Amrabat																														
3273	1655	Cristian Arango																														
3274	1657	Ane Azkona Fuente																														
3275	1659	Alex Baena																														
3276	1661	Cedric Bakambu																														
3277	1663	Bethany Balcer																														
3278	1665	Bradley Barcola																														
3279	1667	Leandro Barreiro Martins																														
3280	1669	Augusto Batalla																														
3281	1671	Jennifer Beattie																														
3282	1673	Hanna Bennison																														
3283	1675	Camryn Biegalski																														
3284	1677	Marco Bizot																														
3285	1650	Omar Alderete																														
3286	1652	Alexander Alvarado																														
3287	1654	Houssem Aouar																														
3288	1656	Ludwig Augustinsson																														
3289	1658	Iddrisu Baba																														
3290	1660	Eric Bailly																														
3291	1662	Anastasios Bakasetas																														
3292	1664	Leonardo Balerdi																														
3293	1666	Nicole Barnhart																														
3294	1668	Diana Bartovicova																														
3295	1670	Altay Bayndr																														
3296	1672	Lucas Beltran																														
3297	1674	Michelle Betos																														
3298	1676	Celin Bizet																														
3299	1678	Willy Boly																														
3300	1679	Sebastiaan Bornauw																														
3301	1681	Olivier Boscagli																														
3302	1683	Aaron Boupendza																														
3303	1685	Malcom Braida																														
3304	1687	Belle Briede																														
3305	1689	John Brooks																														
3306	1691	Javier Burrai																														
3307	1693	Anthony Caci																														
3308	1695	Duje Caleta Car																														
3309	1697	Vitor Manuel Carvalho Oliveira																														
3310	1699	Milton Casco																														
3311	1701	Sandra Castello Oliver																														
3312	1703	Jonny																														
3313	1705	Vaclav Cerny																														
3314	1707	Nathan Collins																														
3315	1680	Borre																														
3316	1682	Hicham Boudaoui																														
3317	1684	Celeste Boureille																														
3318	1686	Josip Brekalo																														
3319	1688	Alberto Brignoli																														
3320	1690	Roman Burki																														
3321	1692	Vitaliy Buyalskyi																														
3322	1694	Linda Caicedo																														
3323	1696	Francesco Caputo																														
3324	1698	Carlos Junior																														
3325	1700	Kerstin Casparij																														
3326	1702	Daniel Podence																														
3327	1704	Zeki Celik																														
3328	1706	Miray Cin																														
3329	1708	Eray Comert																														
3330	1709	Maxwel Cornet																														
3331	1711	Eric Curbelo De La Fe																														
3332	1713	Sabrina D Angelo																														
3333	1715	Willian Jose																														
3334	1717	Ignacio De Arruabarrena																														
3335	1719	De Ketelaere																														
3336	1721	Mattia De Sciglio																														
3337	1723	Moussa Dembele																														
3338	1725	Kiernan Dewsbury Hall																														
3339	1727	Paulo Diaz																														
3340	1729	Alexander Djiku																														
3341	1731	Oscar Dorley																														
3342	1733	Igor																														
3343	1735	Toni Duggan																														
3344	1737	Tiago Djalo																														
3345	1710	Josh Cullen																														
3346	1712	Hugo Cuypers																														
3347	1714	Davidson																														
3348	1716	Mikkel Damsgaard																														
3349	1718	Bobby Decordova Reid																														
3350	1720	Kay Lee De Sanders																														
3351	1722	Celina Degen																														
3352	1724	Sergino Dest																														
3353	1726	Mouctar Diakhaby																														
3354	1728	Denes Dibusz																														
3355	1730	Paula Dominguez Encinas																														
3356	1732	Niklas Dorsch																														
3357	1734	Meggie Dougherty Howard																														
3358	1736	Maxime Dupe																														
3359	1738	Embarba																														
3360	1739	Claire Emslie																														
3361	1741	Frank Fabra																														
3362	1743	Wladimiro Falcone																														
3363	1745	Lorenzo Faravelli																														
3364	1747	Jesus Ferreira																														
3365	1749	Jorge Figal																														
3366	1751	Paula Flach																														
3367	1753	Mary Fowler																														
3368	1755	Vanessa Furst																														
3369	1757	Mijat Gacinovic																														
3370	1759	Daniel Garcia Carrillo																														
3371	1761	Federico Gatti																														
3372	1763	Daniel Gazdag																														
3373	1765	Adria Giner Pedrosa																														
3374	1767	Angel Gomes																														
3375	1740	Gemma Evans																														
3376	1742	Faycal Fajr																														
3377	1744	Faraoni																														
3378	1746	Bayley Feist																														
3379	1748	Ivana Ferreira Fuso																														
3380	1750	Grace Fisk																														
3381	1752	Fraser Forster																														
3382	1754	Angelo Fulgini																														
3383	1756	Patricio Gabarron Gil																														
3384	1758	Kevin Gameiro																														
3385	1760	Johan Gastien																														
3386	1762	Ryan Gauld																														
3387	1764	Luna Nrgaard Gevitz																														
3388	1766	Pierluigi Gollini																														
3389	1768	Joao Victor Gomes Da Silva																														
3390	1769	Nico Gonzalez																														
3391	1771	Sarah Gorden																														
3392	1773	Florian Grillitsch																														
3393	1775	Frederic Guilbert																														
3394	1777	Massadio Haidara																														
3395	1779	Lukas Haraslin																														
3396	1781	Jack Harrison																														
3397	1783	Mahmoud Hassan																														
3398	1785	Juan Camilo Hernandez																														
3399	1787	Guido Herrera																														
3400	1789	Alexandria Loy Hess																														
3401	1791	Julia Hickelsberger																														
3402	1793	Marwin Hitz																														
3403	1795	Rasmus Hjlund																														
3404	1797	Franck Honorat																														
3405	1770	Craig Goodwin																														
3406	1772	Gorosabel																														
3407	1774	Andres Guardado																														
3408	1776	Malo Gusto																														
3409	1778	Marcel Halstenberg																														
3410	1780	Amine Harit																														
3411	1782	Franziska Harsch																														
3412	1784	Emilie Henriksen																														
3413	1786	Aridane																														
3414	1788	Yangel Herrera																														
3415	1790	Sam Hiatt																														
3416	1792	Aaron Hickey																														
3417	1794	Nicolas Hofler																														
3418	1796	Rob Holding																														
3419	1798	Fabienne Humm																														
3420	1799	Hee Chan Hwang																														
3421	1801	Ivan Ilic																														
3422	1803	Luka Ivanusec																														
3423	1805	Vitaly Janelt																														
3424	1807	Raul Jimenez																														
3425	1809	Sam Johnstone																														
3426	1811	Thilo Kehrer																														
3427	1813	Rani Khedira																														
3428	1815	Michaela Khyrova																														
3429	1817	Cece Kizer																														
3430	1819	Robin Koch																														
3431	1821	Amanda Kowalski																														
3432	1823	Casey Krueger																														
3433	1825	Jan Kuchta																														
3434	1827	Maxence Lacroix																														
3435	1800	Elseid Hysaj																														
3436	1802	Sverrir Ingi Ingason																														
3437	1804	Alex Iwobi																														
3438	1806	Mathias Jensen																														
3439	1808	Brennan Johnson																														
3440	1810	Arnaud Kalimuendo																														
3441	1812	Ryan Kent																														
3442	1814	Lea Khelifi																														
3443	1816	Max Kilman																														
3444	1818	Davy Klaassen																														
3445	1820	Odilon Kossounou																														
3446	1822	Alex Kral																														
3447	1824	Max Kruse																														
3448	1826	Cloe Lacasse																														
3449	1828	Aissa Laidouni																														
3450	1829	Adam Lallana																														
3451	1831	Tess Laplacette																														
3452	1833	Darko Lazovic																														
3453	1835	Benjamin Lecomte																														
3454	1837	Chiquinho																														
3455	1839	Nicolas Lodeiro																														
3456	1841	Deiver Machado																														
3457	1843	Aissa Mandi																														
3458	1845	Orel Mangala																														
3459	1847	Ana Marcos Moral																														
3460	1849	Razvan Marin																														
3461	1851	Toni Martinez																														
3462	1853	Azor Matusiwa																														
3463	1855	Sylwia Matysik																														
3464	1857	Kevin Mbabu																														
3465	1830	Manuel Lanzini																														
3466	1832	Julien Laporte																														
3467	1834	Clarisse Le Bihan																														
3468	1836	Pierre Lees Melou																														
3469	1838	Dejan Ljubicic																														
3470	1840	Kethna Louis																														
3471	1842	Leonie Maier																														
3472	1844	Rolando Mandragora																														
3473	1846	Petros Mantalos																														
3474	1848	Pablo Mari Villar																														
3475	1850	Oscar Valentin																														
3476	1852	Arthur Masuaku																														
3477	1854	Mykola Matvienko																														
3478	1856	Alexandru Maxim																														
3479	1858	Haley Mccutcheon																														
3480	1859	Weston Mckennie																														
3481	1861	Brandon Mechele																														
3482	1863	Falone Meffometou																														
3483	1865	Birger Meling																														
3484	1867	Thomas Meunier																														
3485	1869	Vanja Milinkovic Savic																														
3486	1871	Tyrick Mitchell																														
3487	1873	Anibal Moreno																														
3488	1875	Maelys Mpome																														
3489	1877	Nadia Nadim																														
3490	1879	Wendell																														
3491	1881	Sikou Niakate																														
3492	1883	Casper Nielsen																														
3493	1885	Andries Noppert																														
3494	1887	Alexander Nubel																														
3495	1860	Dwight Mcneil																														
3496	1862	Alvaro Medran Just																														
3497	1864	Jacqueline Meissner																														
3498	1866	Emily Menges																														
3499	1868	Paulo Victor																														
3500	1870	Joao Paulo Mior																														
3501	1872	Alvaro Montero																														
3502	1874	Alberto Moreno																														
3503	1876	Jacob Murphy																														
3504	1878	Kosuke Nakamura																														
3505	1880	Jessica Naz																														
3506	1882	Rasmus Nicolaisen																														
3507	1884	Nadine Noordam																														
3508	1886	Jean Pierre Nsame																														
3509	1888	Odriozola																														
3510	1889	Angelo Ogbonna																														
3511	1891	Patricia Ojeda Ramirez																														
3512	1893	Warmed Omari																														
3513	1895	Karim Onisiwo																														
3514	1897	Lena Ostermeier																														
3515	1899	Magomed Ozdoev																														
3516	1901	Victoria Pelova																														
3517	1903	Ria Percival																														
3518	1905	Nehuen Perez																														
3519	1907	Maria Jose Perez Gonzalez																														
3520	1909	Carles Perez Sayol																														
3521	1911	German Pezzella																														
3522	1913	Clara Pinedo Castresana																														
3523	1915	Tommaso Pobega																														
3524	1917	Grischa Promel																														
3525	1890	Martin Ojeda																														
3526	1892	Noah Okafor																														
3527	1894	Amadou Onana																														
3528	1896	Selina Ostermeier																														
3529	1898	Azzedine Ounahi																														
3530	1900	Pabon																														
3531	1902	Raquel Pena Rodriguez																														
3532	1904	Luan Peres																														
3533	1906	Ruben Perez																														
3534	1908	Nerea Perez Machado																														
3535	1910	Ramona Petzelberger																														
3536	1912	Anja Pfluger																														
3537	1914	Diogo Filipe Pinto Leite																														
3538	1916	Yussuf Poulsen																														
3539	1918	Puado																														
3540	1919	Julie Rabanne																														
3541	1921	Natalia Ramos Alvarez																														
3542	1923	Harrison Reed																														
3543	1925	Samuele Ricci																														
3544	1927	Antonee Robinson																														
3545	1929	Diego Rossi																														
3546	1931	Katelyn Rowland																														
3547	1933	Inigo Ruiz De Galarreta																														
3548	1935	Camila Saez																														
3549	1937	Roland Sallai																														
3550	1939	Olatz Santana Arnaldo																														
3551	1941	Fabio Santos Martins																														
3552	1943	Riccardo Saponara																														
3553	1945	Jeffrey Schlupp																														
3554	1947	Marcos Senesi																														
3555	1920	Soufiane Rahimi																														
3556	1922	Milot Rashica																														
3557	1924	Manon Revelli																														
3558	1926	Mats Rits																														
3559	1928	Valentin Rosier																														
3560	1930	Jerome Roussillon																														
3561	1932	Aitor Ruibal Garcia																														
3562	1934	Abel Ruiz Ortega																														
3563	1936	Mohammed Salisu																														
3564	1938	Morgan Sanson																														
3565	1940	Danilo Santos De Oliveira																														
3566	1942	Zaidu Sanusi																														
3567	1944	Ismaila Sarr																														
3568	1946	Nicolas Seiwald																														
3569	1948	Suat Serdar																														
3570	1949	Petr Sevcik																														
3571	1951	Nycole Raysla Silva Sobrinho																														
3572	1953	Danilo																														
3573	1955	Junior Sornoza																														
3574	1957	Willian Arao																														
3575	1959	Becky Spencer																														
3576	1961	Stanek																														
3577	1963	Miroslav Stevanovic																														
3578	1965	Eveliina Summanen																														
3579	1967	Jonas Svensson																														
3580	1969	Flavien Tait																														
3581	1971	David Carmo																														
3582	1973	Kenny Tete																														
3583	1975	Jordan Teze																														
3584	1978	Toko Ekambi																														
3585	1950	Tuta																														
3586	1952	Wilfried Singo																														
3587	1954	Oumar Solet																														
3588	1956	Riccardo Sottil																														
3589	1958	Jasmyne Spencer																														
3590	1960	Stijn Spierings																														
3591	1962	Renato Steffen																														
3592	1964	Yukinari Sugawara																														
3593	1966	Mattias Svanberg																														
3594	1968	Attila Szalai																														
3595	1970	Matt Targett																														
3596	1972	Cristian Tello Herrera																														
3597	1974	Mateus Tete																														
3598	1976	Martha Thomas																														
3599	1979	Anna Torroda Ricart																														
3600	1980	Aissata Traore																														
3601	1982	Adrien Truffert																														
3602	1984	Danielle Turner																														
3603	1986	Patrick Van Aanholt																														
3604	1988	Alan Varela																														
3605	1990	Franco Vazquez																														
3606	1992	Lucas Villalba																														
3607	1994	Kai Wagner																														
3608	1996	Ashleigh Weerden																														
3609	1998	Silvan Widmer																														
3610	2000	Owen Wijndal																														
3611	2002	Rachel Williams																														
3612	2004	Jonas Wind																														
3613	2006	Maximilian Wober																														
3614	2008	Ashley Young																														
3615	1981	Traore																														
3616	1983	Kelsey Turnbow																														
3617	1985	Alvaro Valles Rosa																														
3618	1987	Justine Vanhaevermaet																														
3619	1989	Nuno Tavares																														
3620	1991	Ignacio Vidal Miralles																														
3621	1993	Kevin Vogt																														
3622	1995	Daniel Wass																														
3623	1997	Danny Welbeck																														
3624	1999	Mats Wieffer																														
3625	2001	Jessica Wik																														
3626	2003	Lynn Wilms																														
3627	2005	Juliane Wirtz																														
3628	2007	Pia Sophie Wolter																														
3629	2009	Nicola Zalewski																														
3630	2010	Fernando Zampedri																														
3631	2012	Ramiz Zerrouki																														
3632	2014	Andrija Zivkovic																														
3633	19115	Davy Klaassen																														
3634	19136	Kevin Mbabu																														
3635	19150	Alex Iwobi																														
3636	19176	Ruben Aguilar																														
3637	19194	Rob Holding																														
3638	19226	Odriozola																														
3639	19319	Altay Bayndr																														
3640	19379	Nuno Albertino Varela Tavares																														
3641	19693	Stijn Spierings																														
3642	19947	Maria Thorisdottir																														
3643	20382	Steven Nzonzi																														
3644	20387	Mesa Quevedo																														
3645	2011	Robin Zentner																														
3646	2013	Walker Zimmerman																														
3647	2015	Steven Zuber																														
3648	19131	Craig Goodwin																														
3649	19148	Flavien Tait																														
3650	19165	Rafael Santos Borre																														
3651	19184	Eric Bailly																														
3652	19220	Maria Thorisdottir																														
3653	19247	Owen Wijndal																														
3654	19378	Brennan Johnson																														
3655	19487	Bradley Barcola																														
3656	19722	Martha Thomas																														
3657	20343	Traore Diarra																														
3658	20385	Oscar Romero																														
3659	20416	Andrea Brisa																														
3660	20421	Naima Garcia																														
3661	20988	Eric Bailly																														
3662	20997	Casey Krueger																														
3663	21013	Augusto Batalla																														
3664	21411	Faraoni																														
3665	21419	Kevin Vogt																														
3666	21726	Tiago Djalo																														
3667	21756	Cedric Bakambu																														
3668	21773	Azor Matusiwa																														
3669	21786	Stanek																														
3670	21817	Thomas Meunier																														
3671	21835	Alvaro Medran Just																														
3672	21855	Jonny																														
3673	21899	Davidson																														
3674	22022	Jean Pierre Nsame																														
3675	20567	Javier Burrai																														
3676	20996	Thilo Kehrer																														
3677	21007	Jonas Svensson																														
3678	21405	Attila Szalai																														
3679	21416	Traore																														
3680	21420	Valentin Rosier																														
3681	21736	Orel Mangala																														
3682	21765	Maxime Dupe																														
3683	21774	Ignacio Vidal Miralles																														
3684	21812	Anastasios Bakasetas																														
3685	21830	Vitor Manuel Carvalho Oliveira																														
3686	21840	Toko Ekambi																														
3687	21890	Josip Brekalo																														
3688	21903	Riccardo Saponara																														
3689	22509	Meggie Dougherty Howard																														
3690	22510	Bayley Feist																														
3691	22516	Cece Kizer																														
3692	22521	Camryn Biegalski																														
3693	22678	Sikou Niakate																														
3694	131	Dennis Praet																														
3695	135	Illan Meslier																														
3696	139	Jed Wallace																														
3697	141	Patrick Bamford																														
3698	156	Alistair Johnston																														
3699	158	Greg Taylor																														
3700	282	Devyne Rensch																														
3701	354	Ivo Grbic																														
3702	2017	Luis Advincula																														
3703	2019	Jill Aguilera																														
3704	2021	Rayan Ait Nouri																														
3705	22513	Belle Briede																														
3706	22517	Sam Hiatt																														
3707	22571	Hugo Cuypers																														
3708	130	Boubakary Soumare																														
3709	133	Patson Daka																														
3710	137	Che Adams																														
3711	140	Milan Van Ewijk																														
3712	142	Daniel James																														
3713	157	Matt O Riley																														
3714	281	Kenneth Taylor																														
3715	289	Remko Pasveer																														
3716	2016	Zakaria Aboukhlal																														
3717	2018	Emmanuel Agbadou																														
3718	2020	Anel Ahmedhodzic																														
3719	2022	Kristoffer Ajer																														
3720	2023	Jean Daniel Akpa Akpro																														
3721	2025	Korbin Albert																														
3722	2027	Nadjma Ali Nadjim																														
3723	2029	Angelina Alonso Costantino																														
3724	2031	Carlos Vinicius Alves Morais																														
3725	2033	Iago																														
3726	2035	Waldemar Anton																														
3727	2037	Gabriel Arias																														
3728	2039	Eunate Arraiza Otazu																														
3729	2041	Gabriel Avalos																														
3730	2043	Jill Baijings																														
3731	2045	Johan Bakayoko																														
3732	2047	Vinicius Goes Barbosa De Souza																														
3733	2049	Taison Barcellos Freda																														
3734	2051	Enrique Barja Afonso																														
3735	2024	Lucas Alario																														
3736	2026	Ruben Alcaraz Jimenez																														
3737	2028	Dele Alli																														
3738	2030	Juan Cruz Alvaro Armada																														
3739	2032	Selim Amallah																														
3740	2034	Jone Amezaga Martinez																														
3741	2036	Santiago Arias																														
3742	2038	Copete																														
3743	2040	Santiago Ascacibar																														
3744	2042	Rosella Ayane																														
3745	2044	Dorian Bailey																														
3746	2046	Mama Samba Balde																														
3747	2048	Alexander Barboza																														
3748	2050	Keidi Bare																														
3749	2052	Agustina Barroso																														
3750	2053	Merle Barth																														
3751	2055	Gelson Martins																														
3752	2057	Stefan Bell																														
3753	2059	Fiamma Benitez Ianuzzi																														
3754	2061	Patrick Berg																														
3755	2063	Jordan Beyer																														
3756	2065	Vilde Be Risa																														
3757	2067	Artem Bondarenko																														
3758	2069	Gustavo Bou																														
3759	2071	Armando Broja																														
3760	2073	Marius Bulter																														
3761	2075	Bernard Anicio Caldeira Duarte																														
3762	2077	Sergio Camello Perez																														
3763	2079	Todd Cantwell																														
3764	2081	Jose Antonio Caro Diaz																														
3765	2054	Federico Baschirotto																														
3766	2056	Younes Belhanda																														
3767	2058	Jean Ricner Bellegarde																														
3768	2060	Nabil Bentaleb																														
3769	2062	Sander Berge																														
3770	2064	Bijol																														
3771	2066	Jeremie Boga																														
3772	2068	Miguel Borja																														
3773	2070	Chiara Bouziane																														
3774	2072	Josh Brownhill																														
3775	2074	Georgiy Bushchan																														
3776	2076	Jose Callejon																														
3777	2078	Aitor Cantalapiedra																														
3778	2080	Mickaella Cardia																														
3779	2082	Raiderlin Carrasco																														
3780	2083	Leonardo Carrilho Baptistao																														
3781	2085	Samuel Castillejo Azuaga																														
3782	2087	Janice Cayman																														
3783	2089	Selina Cerci																														
3784	2091	Julian Chabot																														
3785	2093	Rayan Cherki																														
3786	2095	Victor Chust Garcia																														
3787	2097	Saul Basilio Coco Bassey Oubina																														
3788	2099	Alessio Cragno																														
3789	2101	Tomas Cvancara																														
3790	2103	Evander																														
3791	2529	Mauricio Jose Da Silveira Junior																														
3792	2531	Deja Davis																														
3793	2533	Dani De Wit																														
3794	2535	Brecht Dejaegere																														
3795	2084	Estelle Cascarino																														
3796	2086	Leonardo Castro																														
3797	2088	Ricardo Jose Cecilia Batista																														
3798	2090	Mariana Cerro Galan																														
3799	2092	Fidel																														
3800	2094	Pedro Chirivella																														
3801	2096	Alexis Claude Maurice																														
3802	2098	Seamus Coleman																														
3803	2100	Miguel Crespo Da Silva																														
3804	2102	Thais Cristina Da Silva Ferreira																														
3805	2528	Andrew Da Silva Ventura																														
3806	2530	Thijs Dallinga																														
3807	2532	Pedro De La Vega																														
3808	2534	Lea Declercq																														
3809	2536	Kate Del Fava																														
3810	2537	Ermedin Demirovic																														
3811	2539	Jason Denayer																														
3812	2541	Emmanuel Dennis																														
3813	2543	Di Francesco																														
3814	2545	Krepin Diatta																														
3815	2547	Enzo Diaz																														
3816	2549	Junior Dina Ebimbe																														
3817	2551	Matias Dituro																														
3818	2553	Josh Doig																														
3819	2555	Leonardo Duarte Da Silva																														
3820	2557	Odsonne Edouard																														
3821	2559	Ejuke																														
3822	2561	Anwar El Ghazi																														
3823	2563	Jawad El Yamiq																														
3824	2565	Eduardo Exposito Jaen																														
3825	2538	Diego Demme																														
3826	2540	Leander Dendoncker																														
3827	2542	Cyriel Dessers																														
3828	2544	Bafode Diakite																														
3829	2546	Damian Diaz																														
3830	2548	Victor Diaz																														
3831	2550	Ousmane Diomande																														
3832	2552	Matt Doherty																														
3833	2554	Kasper Dolberg																														
3834	2556	Ruben Duarte Sanchez																														
3835	2558	Maximilian Eggestein																														
3836	2560	Hugo Ekitike																														
3837	2562	El Mahdioui																														
3838	2564	Mohamed Elneny																														
3839	2566	Paulo Vitor Fagundes Dos Anjos																														
3840	2567	Rasmus Falk																														
3841	2569	Helene Fercocq																														
3842	2571	Jean																														
3843	2573	Nicolas Fernandez																														
3844	2575	Joaquin																														
3845	2577	Alexis Flips																														
3846	2579	Wes Foderingham																														
3847	2581	Airine Fontaine																														
3848	2583	Ana Franco De La Vega																														
3849	2585	Unai Garcia Lugea																														
3850	2587	Radamel Falcao																														
3851	2589	Dennis Geiger																														
3852	2591	Andrei Girotto																														
3853	2593	Lena Goetsch																														
3854	2595	Derlis Gonzalez																														
3855	2568	Facundo Farias																														
3856	2570	Charlotte Fernandes																														
3857	2572	Guillermo Fernandez																														
3858	2574	Alex Fernandez																														
3859	2576	Melissa Ferreira Gomes																														
3860	2578	Alessandro Florenzi																														
3861	2580	Gabriel Veron Fonseca De Souza																														
3862	2582	Taxiarchis Fountas																														
3863	2584	Marvin Friedrich																														
3864	2586	Eric Garcia Martret																														
3865	2588	Alejandro Garnacho Ferreyra																														
3866	2590	Lautaro Giannetti																														
3867	2592	Ben Godfrey																														
3868	2594	Connor Goldson																														
3869	2596	Erika Gonzalez Lombidez																														
3870	2597	Anthony Gordon																														
3871	2599	Kamil Grabara																														
3872	2601	Guillamon																														
3873	2603	Emmanuel Gyasi																														
3874	2605	Janik Haberer																														
3875	2607	Antonia Johanna Halverkamps																														
3876	2609	Gustavo Hamer																														
3877	2611	Andreas Hanche Olsen																														
3878	2613	Lina Hausicke																														
3879	2615	Gaston Hernandez																														
3880	2617	Daniel Heuer Fernandes																														
3881	2619	Philipp Hofmann																														
3882	2621	Ceri Holland																														
3883	2623	Sophie Howard																														
3884	2625	Callum Hudson Odoi																														
3885	2598	Jeffrey Gouweleeuw																														
3886	2600	Clement Grenier																														
3887	2602	Mert Gunok																														
3888	2604	Viktor Gyokeres																														
3889	2606	Amir Hadziahmetovic																														
3890	2608	Tarek Hamed																														
3891	2610	Kristen Hamilton																														
3892	2612	Guilherme Haubert Sitya																														
3893	2614	Matheus Henrique De Souza																														
3894	2616	Luis Hernandez Rodriguez																														
3895	2618	Isak Hien																														
3896	2620	Shelby Hogan																														
3897	2622	Emma Holmgren																														
3898	2624	Patrik Hrosovsky																														
3899	2626	Jordyn Huitema																														
3900	2627	Tori Huster																														
3901	2629	Marcus Ingvartsen																														
3902	2631	Mauro Junior																														
3903	2633	Kristijan Jakic																														
3904	2635	Celia Jimenez Delgado																														
3905	2637	Christopher Jullien																														
3906	2639	Ozan Kabak																														
3907	2641	Kahveci																														
3908	2643	Jakub Kaminski																														
3909	2645	Marc Oliver Kempf																														
3910	2647	Franziska Kett																														
3911	2649	Joshua King																														
3912	2651	Tim Kleindienst																														
3913	2653	Sekou Koita																														
3914	2655	Eva Kouache																														
3915	2628	Oussama Idrissi																														
3916	2630	Hiroki Ito																														
3917	2632	Ivan Jaime Pajuelo																														
3918	2634	Emmy Jezequel																														
3919	2636	Rafael Jimenez Jarque																														
3920	2638	Ferran Jutgla Blanch																														
3921	2640	Pavel Kaderabek																														
3922	2642	Lukas Kalvach																														
3923	2644	Johanna Kaneryd																														
3924	2646	Milos Kerkez																														
3925	2648	Thembi Kgatlana																														
3926	2650	Virginia Kirchberger																														
3927	2652	Ansgar Knauff																														
3928	2654	Ondrej Kolar																														
3929	2656	Cheikhou Kouyate																														
3930	2657	Tereza Kozarova																														
3931	2659	Grzegorz Krychowiak																														
3932	2661	Emma Kullberg																														
3933	2663	Kaleigh Kurtz																														
3934	2665	Daniel Kofi Kyereh																														
3935	2667	Tariq Lamptey																														
3936	2669	Cyle Larin																														
3937	2671	Sam Larsson																														
3938	2673	Hayley Lauder																														
3939	2675	Margaux Le Mouel																														
3940	2677	Justine Lerond																														
3941	2679	Silvia Lloris Nicolas																														
3942	2681	Ivan Lopez Alvarez																														
3943	2683	Jordan Lotomba																														
3944	2685	Eduard Lowen																														
3945	2658	Rasmus Kristensen																														
3946	2660	Lukas Kubler																														
3947	2662	Marash Kumbulla																														
3948	2664	Daler Kuzyaev																														
3949	2666	Stefan Lainer																														
3950	2668	Gianluca Lapadula																														
3951	2670	Emilia Larsson																														
3952	2672	Jamaal Lascelles																														
3953	2674	Jade Le Guilly																														
3954	2676	Cristian Lema																														
3955	2678	Ondrej Lingr																														
3956	2680	Enzo Loiodice																														
3957	2682	Anthony Losilla																														
3958	2684	Sandi Lovric																														
3959	2686	Nina Luhrssen																														
3960	2687	Olivie Lukasova																														
3961	2689	Giulio Maggiore																														
3962	2691	Ramona Maier																														
3963	2693	Mammana																														
3964	2695	Amaral Alves Marcos Vinicius																														
3965	2697	Aaron Martin Caricol																														
3966	2699	Omar Mascarell Gonzalez																														
3967	2701	Cristian Medina																														
3968	2703	Rony Lopes																														
3969	2705	Cassie Miller																														
3970	2707	Fabio Miretti																														
3971	2709	Alberto Moleiro Gonzalez																														
3972	2711	Megan Montefusco																														
3973	2713	Maxi Moralez																														
3974	2715	Harold Moukoudi																														
3975	2688	Tyler Lussi																														
3976	2690	Arne Maier																														
3977	2692	Victor Malcorra																														
3978	2694	Cecilia Marcos Nabal																														
3979	2696	Omar Marmoush																														
3980	2698	Josef Martinez																														
3981	2700	Jean Philippe Mateta																														
3982	2702	Miguel Angel Merentiel																														
3983	2704	Djordje Mihailovic																														
3984	2706	Lauren Milliet																														
3985	2708	Narumi Miura																														
3986	2710	Paige Monaghan																														
3987	2712	Joni Montiel																														
3988	2714	Linda Motlhalo																														
3989	2716	Mykhailo Mudryk																														
3990	2717	Arijanet Muric																														
3991	2719	Keito Nakamura																														
3992	2721	Nahitan Nandez																														
3993	2723	Youssouf Ndayishimiye																														
3994	2725	Negredo																														
3995	2727	Michael Ngadeu																														
3996	2729	Andreia Norton																														
3997	2731	Nunes Jesus																														
3998	2733	Nick Olij																														
